Date,Open,High,Low,Close,Adj Close,Volume
2018-10-22,4675.000000,4720.000000,4630.000000,4630.000000,4223.641113,63484000
2018-10-23,4680.000000,4685.000000,4575.000000,4590.000000,4187.151855,62162500
2018-10-24,4600.000000,4630.000000,4530.000000,4530.000000,4132.417480,59493500
2018-10-25,4435.000000,4635.000000,4435.000000,4580.000000,4178.029785,87732500
2018-10-26,4620.000000,4720.000000,4600.000000,4720.000000,4305.742188,83994000
2018-10-29,4660.000000,4710.000000,4625.000000,4625.000000,4219.080078,34553000
2018-10-30,4625.000000,4730.000000,4620.000000,4700.000000,4287.497070,68882500
2018-10-31,4750.000000,4775.000000,4700.000000,4730.000000,4314.864746,128908500
2018-11-01,4770.000000,4810.000000,4745.000000,4760.000000,4342.231445,117906500
2018-11-02,4800.000000,4835.000000,4760.000000,4800.000000,4378.721191,114054500
2018-11-05,4800.000000,4850.000000,4790.000000,4835.000000,4410.649414,76754500
2018-11-06,4860.000000,4945.000000,4850.000000,4880.000000,4451.699219,94410500
2018-11-07,4920.000000,4920.000000,4780.000000,4820.000000,4396.965820,83875500
2018-11-08,4880.000000,4900.000000,4780.000000,4800.000000,4378.721191,99739000
2018-11-09,4800.000000,4810.000000,4785.000000,4800.000000,4378.721191,62938500
2018-11-12,4830.000000,4835.000000,4740.000000,4740.000000,4323.986328,65125000
2018-11-13,4740.000000,4820.000000,4670.000000,4815.000000,4392.403320,61231500
2018-11-14,4815.000000,4850.000000,4780.000000,4810.000000,4387.843262,68511500
2018-11-15,4855.000000,4870.000000,4790.000000,4835.000000,4410.649414,87085500
2018-11-16,4870.000000,4980.000000,4860.000000,4965.000000,4529.238281,134145500
2018-11-19,5000.000000,5080.000000,4980.000000,5020.000000,4579.412109,103822500
2018-11-20,5020.000000,5020.000000,5020.000000,5020.000000,4579.412109,0
2018-11-21,5000.000000,5010.000000,4955.000000,4960.000000,4524.678223,107889000
2018-11-22,4940.000000,5040.000000,4940.000000,5020.000000,4579.412109,87270000
2018-11-23,5060.000000,5090.000000,4975.000000,5020.000000,4579.412109,57460000
2018-11-26,4960.000000,5080.000000,4960.000000,5045.000000,4602.217285,64336500
2018-11-27,5040.000000,5100.000000,5000.000000,5100.000000,4652.391113,73989000
2018-11-28,5125.000000,5125.000000,5080.000000,5090.000000,4643.268555,90687500
2018-11-29,5100.000000,5240.000000,5100.000000,5240.000000,4780.103027,113847500
2018-11-30,5240.000000,5240.000000,5155.000000,5210.000000,4752.736328,178034500
2018-12-03,5215.000000,5395.000000,5100.000000,5160.000000,4722.533691,100923000
2018-12-04,5160.000000,5295.000000,5155.000000,5240.000000,4795.751953,119232500
2018-12-05,5120.000000,5230.000000,5115.000000,5230.000000,4786.599121,74994000
2018-12-06,5170.000000,5260.000000,5120.000000,5260.000000,4814.056152,75450000
2018-12-07,5190.000000,5210.000000,5160.000000,5190.000000,4749.990723,71070000
2018-12-10,5120.000000,5205.000000,5120.000000,5180.000000,4740.838379,81221000
2018-12-11,5130.000000,5200.000000,5125.000000,5160.000000,4722.533691,93017000
2018-12-12,5190.000000,5190.000000,5130.000000,5165.000000,4727.110840,121623000
2018-12-13,5200.000000,5205.000000,5145.000000,5165.000000,4727.110840,84280500
2018-12-14,5160.000000,5180.000000,5140.000000,5165.000000,4727.110840,184435000
2018-12-17,5185.000000,5200.000000,5150.000000,5165.000000,4727.110840,101438500
2018-12-18,5100.000000,5115.000000,4980.000000,5065.000000,4635.587891,132039000
2018-12-19,5040.000000,5230.000000,5040.000000,5230.000000,4786.599121,102220500
2018-12-20,5120.000000,5170.000000,5070.000000,5115.000000,4681.349609,94455000
2018-12-21,5040.000000,5175.000000,5040.000000,5170.000000,4731.686035,89979500
2018-12-24,5170.000000,5170.000000,5170.000000,5170.000000,4731.686035,0
2018-12-25,5170.000000,5170.000000,5170.000000,5170.000000,4731.686035,0
2018-12-26,5170.000000,5225.000000,5140.000000,5225.000000,4782.023926,66511500
2018-12-27,5240.000000,5255.000000,5180.000000,5195.000000,4754.566895,50265500
2018-12-28,5195.000000,5240.000000,5180.000000,5200.000000,4759.143066,54467500
2018-12-31,5200.000000,5200.000000,5200.000000,5200.000000,4759.143066,0
2019-01-01,5200.000000,5200.000000,5200.000000,5200.000000,4759.143066,0
